RESTAURANT,ADDRESS,CATEGORY,RATING,RESTAURANT IMAGE,LINK,ITEM,ITEM IMGAGE,PRICE
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo thập cẩm,https://images.foody.vn/res/g19/183168/s120x120/545c9991-2b1d-4a72-83d2-ef608cc3-646cdb67-201015150734.jpeg,"85,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo hải sản,https://images.foody.vn/res/g19/183168/s120x120/af063eb8-1090-4fbd-8c42-95f49d94-fb0c7f63-201015150746.jpeg,"85,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo Cá,https://images.foody.vn/res/g19/183168/s120x120/cedec3c0-f1c3-4366-abf6-5c3c17a4-c90b0118-201015150922.jpeg,"85,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo thịt viên,https://images.foody.vn/res/g19/183168/s120x120/89c49bec-ab1c-446e-9bab-29f9a781-bd5454b9-201015150911.jpeg,"85,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo thịt viên - Hải sản,https://images.foody.vn/res/g19/183168/s120x120/5c527c7e-bfb7-4559-a847-63c484a5-aa81c596-201015150856.jpeg,"85,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo Thịt viên - phèo - cật - gan,https://images.foody.vn/res/g19/183168/s120x120/eebeed4e-806a-4e88-9312-bf10f971-b5b87613-201015150837.jpeg,"85,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo trứng bách thảo,https://images.foody.vn/res/g19/183168/s120x120/16f67825-37ab-406b-ae3d-51195681-f5c8f0c3-201015150802.jpeg,"50,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo Cật,https://images.foody.vn/res/g19/183168/s120x120/5217411e-e91a-468c-924d-c278dec5-25127b34-201015151023.jpeg,"85,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo Tôm,https://images.foody.vn/res/g19/183168/s120x120/4a58689b-3063-4488-8f06-f613a7da-acc5d9d6-201015150936.jpeg,"85,000đ"
Cháo Hồng Phát,"73 Tạ Uyên, P. 15, Quận 5, TP. HCM",Quán ăn,7.9,https://images.foody.vn/res/g19/183168/prof/s640x400/foody-upload-api-foody-mobile-17-200610104805.jpg,https://www.foody.vn/ho-chi-minh/chao-hong-phat,Cháo Mực,https://images.foody.vn/res/g19/183168/s120x120/a5b8b42f-562d-4b68-882c-73fced99-0ffabd6b-201015150949.jpeg,"85,000đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Combo Cơm Trộn Hàn Quốc Sốt Gogi,https://images.foody.vn/res/g100/997226/s120x120/7a9ab620-d30b-485b-8919-f746d16b-9051af10-200910160958.jpeg,"106,920đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Combo Cơm Trộn Hàn Quốc,https://images.foody.vn/res/g100/997226/s120x120/1cb1fa3d-820f-40a3-81d7-2e8e839f-db3179ef-200910161153.jpeg,"106,920đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Combo Cơm Ba Chỉ Bò Mỹ,https://images.foody.vn/res/g100/997226/s120x120/f30ae839-662d-4eaf-907b-91ec620d-4c5708f6-200910160859.jpeg,"106,920đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Combo Cơm Gầu Bò Sốt Mật Ong,https://images.foody.vn/res/g100/997226/s120x120/f895e7c6-5f70-4a3f-bcca-03d97d5b-abd420ba-200910161128.jpeg,"106,920đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Combo Kimbap Hàn Quốc,https://images.foody.vn/res/g100/997226/s120x120/b5ab9d9a-49bc-4182-aea7-93cbdacc-ef69e5e8-200910160931.jpeg,"106,920đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Combo Cơm Ba Chỉ Heo Sốt Obathan,https://images.foody.vn/res/g100/997226/s120x120/8808390f-8792-420c-8d0e-44353887-98651866-200910161029.jpeg,"106,920đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Combo Cơm Nạc Vai Heo Sốt Obathan,https://images.foody.vn/res/g100/997226/s120x120/0e8cc7dc-9c8c-4e7a-9d2a-8541b510-4779d331-200910161056.jpeg,"106,920đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Canh Kim Chi,https://images.foody.vn/res/g100/997226/s120x120/b9adb3d8-3544-416c-a212-0efe70cdcd84.jpg,"96,120đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Canh Thịt Bò Bulgogi,https://images.foody.vn/res/g100/997226/s120x120/916328c7-3435-405b-8df1-eb7af8423034.jpg,"106,920đ"
Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,"521 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",Nhà hàng,8.5,https://images.foody.vn/res/g68/676906/prof/s640x400/image-77ecb8bb-200917112103.jpeg,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,Canh Rong Biển,https://images.foody.vn/res/g100/997226/s120x120/c3768202-b9db-4a78-bc5e-8c9b36c4f64b.jpg,"96,120đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,"Bánh cuốn (Tôm, thịt) + chả",https://images.foody.vn/res/g1/1072/s120x120/201871694448-foody-banh-cuon-hai-nam-596-636121402834353033.jpg,"68,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,"Bánh cuốn (củ sắn, thịt) + chả",https://images.foody.vn/res/g1/1072/s120x120/20171115111949-hmn.jpg,"64,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,"Bánh cuốn (Tôm, thịt)",https://images.foody.vn/res/g1/1072/s120x120/0188de82-bccc-4885-a0c8-52f4a816-c4ebe06b-210124095641.jpeg,"52,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,Chả thêm,https://images.foody.vn/res/g1/1072/s120x120/2017111511317-hmn.jpg,"16,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,Nem cây thêm,https://images.foody.vn/res/g1/1072/s120x120/201871694714-foody-banh-cuon-hai-nam-210-635816532414044092.jpg,"21,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,Bánh tôm,https://images.foody.vn/res/g1/1072/s120x120/8ec582ca-de3e-45de-a50f-d51b29d4-3ae23478-210123132922.jpeg,"22,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,Bánh ướt + chả,https://images.foody.vn/res/g1/1072/s120x120/66e2d85f-e39b-4232-9fe6-b8733cdc-f9bde679-210720165833.jpeg,"36,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,"Bánh cuốn (củ sắn, thịt)",https://images.foody.vn/res/g1/1072/s120x120/09d2ef02-80ea-4a10-868a-22635ca8-a35138fb-210720165855.jpeg,"48,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,Bánh cuốn trứng (tôm thịt+ chả),https://images.foody.vn/res/g1/1072/s120x120/d69b29fa-d035-44f6-bd55-ce569d1f-14476013-210123193716.jpeg,"74,000đ"
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",Quán ăn,5.1,https://images.foody.vn/res/g1/1072/prof/s640x400/foody-mobile-cr0e16j7-jpg-768-635847557959740396.jpg,https://www.foody.vn/ho-chi-minh/banh-cuon-hai-nam,Bánh cuốn tôm thịt trứng,https://images.foody.vn/res/g1/1072/s120x120/63cc8be7-45e4-43a8-84c5-8c2955e8-541e06ea-210720165615.jpeg,"58,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Cơm Trưa Phi-lê Gà Quay,https://images.foody.vn/res/g1/4213/s120x120/b8e7c1ea-2ceb-49fc-931f-45c06d56-bc73863b-220214151650.jpeg,"42,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Cơm Trưa Gà Rán,https://images.foody.vn/res/g1/4213/s120x120/64a998a5-bcb7-4f3d-a74f-a18ec457-28d8cbec-220214151554.jpeg,"42,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Trưa Burger Tôm,https://images.foody.vn/res/g1/4213/s120x120/a4f4b4f5-2e08-416e-b347-33193f35-f46382d1-220214151959.jpeg,"42,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Trưa Mì Ý Gà Viên,https://images.foody.vn/res/g1/4213/s120x120/5c8e486e-989a-46a5-9b94-f3db85c6-56623461-220214152219.jpeg,"42,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Cơm Gà Xốt Teriyaki,https://images.foody.vn/res/g1/4213/s120x120/345e8a7b-0696-459b-b87e-046f5840-3b693f25-220214151922.jpeg,"42,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Cơm Trưa Gà Xiên Que,https://images.foody.vn/res/g1/4213/s120x120/cdb09cb1-2276-45b6-8dd7-4fbb3c01-edc191a2-220214151840.jpeg,"42,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Cơm Trưa Gà Bít-Tết,https://images.foody.vn/res/g1/4213/s120x120/5380e490-92d7-4239-9446-214dd309-bd68ddf4-220214152038.jpeg,"42,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Gà Tokbokki HDB,https://images.foody.vn/res/g1/4213/s120x120/f879b634-c7bd-4e8c-a247-8c9f168f-539d11b1-220407163126.jpeg,"94,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,Combo Gà Tokbokki HDC,https://images.foody.vn/res/g1/4213/s120x120/87b947e6-809f-42ea-88f4-23a357ba-ecd8d3d2-220407163104.jpeg,"99,000đ"
Gà Rán KFC - Giga Mall,"Tầng 5 Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",Nhà hàng,5.4,https://images.foody.vn/res/g99/981947/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-191120105628.jpg,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-giga-mall,1 miếng Gà Tokbokki,https://images.foody.vn/res/g1/4213/s120x120/01ca1bdd-3e6e-455a-a605-2be6f86d-57b0da65-220407160045.jpeg,"40,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Cà phê sữa,https://images.foody.vn/res/g100/990524/s120x120/2e6a57ed-45ad-4c40-be4b-db46abe65410.jpg,"39,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Bạc xỉu,https://images.foody.vn/res/g100/990524/s120x120/934b01e3-595a-4ecd-b72e-3a5d33ba17be.jpg,"39,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Cà phê trứng,https://images.foody.vn/res/g100/990524/s120x120/3c25da52-c12e-43f1-bd5d-7b81bff2a73c.jpg,"49,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Cà phê đen,https://images.foody.vn/res/g100/990524/s120x120/9473a11c-6290-41b8-95c6-8b408820db39.jpg,"29,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Dalgona Coffee,https://images.foody.vn/res/g100/990524/s120x120/e0d651a3-dc84-4b8d-a66d-196a3938ce25.jpg,"59,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Americano,https://images.foody.vn/res/g100/990524/s120x120/d74a65e3-6835-49cc-b060-7a6e168c6571.jpg,"49,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Espresso Matcha Latte,https://images.foody.vn/res/g100/990524/s120x120/283bcf14-64e8-43c6-959d-5bcf75441ec4.jpg,"59,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Caramel macchiato,https://images.foody.vn/res/g100/990524/s120x120/cfbc6b35-541f-46de-a052-c7ea85f31796.jpg,"59,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Espresso,https://images.foody.vn/res/g100/990524/s120x120/1e0d251b-6c42-4150-b2b5-1f9057367605.jpg,"29,000đ"
"Redi Coffee - Cà Phê Nguyên Chất, Trà Đào Cam Sả & Matcha Đá Xay","166 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",Café/Dessert,8.5,https://images.foody.vn/res/g100/990524/prof/s640x400/foody-upload-api-foody-mobile-26-200422112751.jpg,https://www.foody.vn/ho-chi-minh/redi-coffee,Latte,https://images.foody.vn/res/g100/990524/s120x120/da5600a5-2026-41a4-82e9-ea541de4b3bc.jpg,"55,000đ"
BOO Coffee - Nguyễn Huệ,"Tầng 8, Chung Cư Nguyễn Huệ, 42 Nguyễn Huệ, Quận 1, TP. HCM",Café/Dessert,7.2,https://images.foody.vn/res/g24/238300/prof/s640x400/foody-upload-api-foody-mobile-5-190614115504.jpg,https://www.foody.vn/ho-chi-minh/boo-coffee-2,Trà sữa Boo,https://images.foody.vn/res/g27/261467/s120x120/3e755cc1-3d6f-4321-3cc2-c17c1bd2bf47.jpg,"39,000đ"
BOO Coffee - Nguyễn Huệ,"Tầng 8, Chung Cư Nguyễn Huệ, 42 Nguyễn Huệ, Quận 1, TP. HCM",Café/Dessert,7.2,https://images.foody.vn/res/g24/238300/prof/s640x400/foody-upload-api-foody-mobile-5-190614115504.jpg,https://www.foody.vn/ho-chi-minh/boo-coffee-2,Trà sữa bình gấu,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"59,000đ"
BOO Coffee - Nguyễn Huệ,"Tầng 8, Chung Cư Nguyễn Huệ, 42 Nguyễn Huệ, Quận 1, TP. HCM",Café/Dessert,7.2,https://images.foody.vn/res/g24/238300/prof/s640x400/foody-upload-api-foody-mobile-5-190614115504.jpg,https://www.foody.vn/ho-chi-minh/boo-coffee-2,Trà sữa nướng marshmallow,https://images.foody.vn/res/g27/261467/s120x120/3210d260-d9c1-46ed-6ecb-81f78744a821.jpg,"59,000đ"
BOO Coffee - Nguyễn Huệ,"Tầng 8, Chung Cư Nguyễn Huệ, 42 Nguyễn Huệ, Quận 1, TP. HCM",Café/Dessert,7.2,https://images.foody.vn/res/g24/238300/prof/s640x400/foody-upload-api-foody-mobile-5-190614115504.jpg,https://www.foody.vn/ho-chi-minh/boo-coffee-2,Trà sữa marshmallow,https://images.foody.vn/res/g27/261467/s120x120/ccb552d9-f002-4b6a-464b-d4d5d63cbe96.jpg,"59,000đ"
BOO Coffee - Nguyễn Huệ,"Tầng 8, Chung Cư Nguyễn Huệ, 42 Nguyễn Huệ, Quận 1, TP. HCM",Café/Dessert,7.2,https://images.foody.vn/res/g24/238300/prof/s640x400/foody-upload-api-foody-mobile-5-190614115504.jpg,https://www.foody.vn/ho-chi-minh/boo-coffee-2,Trà sữa dừa đá xay,https://images.foody.vn/res/g27/261467/s120x120/fcd9c9e4-925a-460c-9c72-c4b4b9f3d9a3.jpg,"49,000đ"
BOO Coffee - Nguyễn Huệ,"Tầng 8, Chung Cư Nguyễn Huệ, 42 Nguyễn Huệ, Quận 1, TP. HCM",Café/Dessert,7.2,https://images.foody.vn/res/g24/238300/prof/s640x400/foody-upload-api-foody-mobile-5-190614115504.jpg,https://www.foody.vn/ho-chi-minh/boo-coffee-2,Trà sữa bông gòn,https://images.foody.vn/res/g27/261467/s120x120/13e91a86-487a-4f75-9c83-385a5041a1af.jpg,"49,000đ"
